VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE8.x, in_ATTRIBUTE8.y, in_ATTRIBUTE8.z, in_ATTRIBUTE8.w, in_ATTRIBUTE9.x, in_ATTRIBUTE9.y, in_ATTRIBUTE9.z, in_ATTRIBUTE9.w, in_ATTRIBUTE10.x, in_ATTRIBUTE10.y, in_ATTRIBUTE10.z, in_ATTRIBUTE10.w, in_ATTRIBUTE11.x, in_ATTRIBUTE11.y, in_ATTRIBUTE11.z, in_ATTRIBUTE11.w
77, 14,  351.7085,  426.95444,  86.51958,  0.98425,  0.0315,  0.15748,  1.00, -0.14173,  0.6063,  0.77953,  1.00,  0.78613,  0.84717,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
78, 21,  303.17023,  426.22382,  75.59953,  0.98425,  0.01575,  0.19685,  1.00, -0.17323,  0.55906,  0.81102,  1.00,  0.74658,  0.84668,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
79, 17,  300.98813,  452.94644,  44.71407,  0.87402,  0.00,  0.48819,  1.00, -0.34646,  0.70866,  0.61417,  1.00,  0.74463,  0.86865,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
80, 20,  333.32013,  422.92813,  69.36549,  0.91339,  0.0315,  0.40945,  1.00, -0.38583,  0.38583,  0.83465,  1.00,  0.771,  0.84424,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
81, 20,  333.32013,  422.92813,  69.36549,  0.91339,  0.0315,  0.40945,  1.00, -0.38583,  0.38583,  0.83465,  1.00,  0.771,  0.84424,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
82, 16,  327.47433,  393.73541,  90.75936,  0.95276,  0.00,  0.29921,  1.00, -0.27559,  0.3622,  0.88976,  1.00,  0.7666,  0.82031,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
83, 21,  303.17023,  426.22382,  75.59953,  0.98425,  0.01575,  0.19685,  1.00, -0.17323,  0.55906,  0.81102,  1.00,  0.74658,  0.84668,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
84, 22,  275.84604,  411.88165,  67.3879,  0.99213,  0.00, -0.14961,  1.00,  0.12598,  0.52756,  0.84252,  1.00,  0.72412,  0.83496,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
85, 19,  275.2699,  442.43573,  43.66816,  0.94488, -0.00787,  0.33858,  1.00, -0.27559,  0.56693,  0.77165,  1.00,  0.72412,  0.85986,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
86, 17,  300.98813,  452.94644,  44.71407,  0.87402,  0.00,  0.48819,  1.00, -0.34646,  0.70866,  0.61417,  1.00,  0.74463,  0.86865,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
87, 22,  275.84604,  411.88165,  67.3879,  0.99213,  0.00, -0.14961,  1.00,  0.12598,  0.52756,  0.84252,  1.00,  0.72412,  0.83496,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
88, 17,  300.98813,  452.94644,  44.71407,  0.87402,  0.00,  0.48819,  1.00, -0.34646,  0.70866,  0.61417,  1.00,  0.74463,  0.86865,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
89, 21,  303.17023,  426.22382,  75.59953,  0.98425,  0.01575,  0.19685,  1.00, -0.17323,  0.55906,  0.81102,  1.00,  0.74658,  0.84668,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
90, 16,  327.47433,  393.73541,  90.75936,  0.95276,  0.00,  0.29921,  1.00, -0.27559,  0.3622,  0.88976,  1.00,  0.7666,  0.82031,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
91, 22,  275.84604,  411.88165,  67.3879,  0.99213,  0.00, -0.14961,  1.00,  0.12598,  0.52756,  0.84252,  1.00,  0.72412,  0.83496,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
92, 21,  303.17023,  426.22382,  75.59953,  0.98425,  0.01575,  0.19685,  1.00, -0.17323,  0.55906,  0.81102,  1.00,  0.74658,  0.84668,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
93, 19,  275.2699,  442.43573,  43.66816,  0.94488, -0.00787,  0.33858,  1.00, -0.27559,  0.56693,  0.77165,  1.00,  0.72412,  0.85986,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
94, 22,  275.84604,  411.88165,  67.3879,  0.99213,  0.00, -0.14961,  1.00,  0.12598,  0.52756,  0.84252,  1.00,  0.72412,  0.83496,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
95, 23,  260.50861,  449.8461,  30.92374,  0.97638,  0.11811,  0.18898,  1.00, -0.22835,  0.55906,  0.80315,  1.00,  0.71191,  0.86621,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
96, 16,  327.47433,  393.73541,  90.75936,  0.95276,  0.00,  0.29921,  1.00, -0.27559,  0.3622,  0.88976,  1.00,  0.7666,  0.82031,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
97, 24,  271.11215,  394.88553,  73.15849,  0.95276, -0.01575, -0.29921,  1.00,  0.27559,  0.38583,  0.88189,  1.00,  0.7207,  0.82129,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
98, 22,  275.84604,  411.88165,  67.3879,  0.99213,  0.00, -0.14961,  1.00,  0.12598,  0.52756,  0.84252,  1.00,  0.72412,  0.83496,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
99, 25,  260.77817,  412.91269,  86.0509,  0.87402, -0.02362, -0.48819,  1.00,  0.44882,  0.40157,  0.79528,  1.00,  0.71191,  0.83594,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
100, 23,  260.50861,  449.8461,  30.92374,  0.97638,  0.11811,  0.18898,  1.00, -0.22835,  0.55906,  0.80315,  1.00,  0.71191,  0.86621,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
101, 22,  275.84604,  411.88165,  67.3879,  0.99213,  0.00, -0.14961,  1.00,  0.12598,  0.52756,  0.84252,  1.00,  0.72412,  0.83496,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
102, 24,  271.11215,  394.88553,  73.15849,  0.95276, -0.01575, -0.29921,  1.00,  0.27559,  0.38583,  0.88189,  1.00,  0.7207,  0.82129,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
103, 25,  260.77817,  412.91269,  86.0509,  0.87402, -0.02362, -0.48819,  1.00,  0.44882,  0.40157,  0.79528,  1.00,  0.71191,  0.83594,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
104, 22,  275.84604,  411.88165,  67.3879,  0.99213,  0.00, -0.14961,  1.00,  0.12598,  0.52756,  0.84252,  1.00,  0.72412,  0.83496,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
105, 23,  260.50861,  449.8461,  30.92374,  0.97638,  0.11811,  0.18898,  1.00, -0.22835,  0.55906,  0.80315,  1.00,  0.71191,  0.86621,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
106, 25,  260.77817,  412.91269,  86.0509,  0.87402, -0.02362, -0.48819,  1.00,  0.44882,  0.40157,  0.79528,  1.00,  0.71191,  0.83594,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
107, 26,  237.56396,  453.58344,  40.95081,  0.99213,  0.09449,  0.05512,  1.00, -0.11024,  0.87402,  0.48031,  1.00,  0.69336,  0.86914,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
108, 23,  260.50861,  449.8461,  30.92374,  0.97638,  0.11811,  0.18898,  1.00, -0.22835,  0.55906,  0.80315,  1.00,  0.71191,  0.86621,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
109, 26,  237.56396,  453.58344,  40.95081,  0.99213,  0.09449,  0.05512,  1.00, -0.11024,  0.87402,  0.48031,  1.00,  0.69336,  0.86914,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
110, 27,  225.72763,  465.62479,  10.10679,  0.98425,  0.00,  0.15748,  1.00, -0.14961,  0.33858,  0.92913,  1.00,  0.68359,  0.87891,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
111, 25,  260.77817,  412.91269,  86.0509,  0.87402, -0.02362, -0.48819,  1.00,  0.44882,  0.40157,  0.79528,  1.00,  0.71191,  0.83594,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
112, 28,  224.99686,  428.03113,  69.17936,  0.88189,  0.01575,  0.47244,  1.00, -0.37008,  0.64567,  0.66929,  1.00,  0.68311,  0.84814,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
113, 26,  237.56396,  453.58344,  40.95081,  0.99213,  0.09449,  0.05512,  1.00, -0.11024,  0.87402,  0.48031,  1.00,  0.69336,  0.86914,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
114, 26,  237.56396,  453.58344,  40.95081,  0.99213,  0.09449,  0.05512,  1.00, -0.11024,  0.87402,  0.48031,  1.00,  0.69336,  0.86914,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
115, 29,  215.0351,  447.09079,  16.02673,  0.99213,  0.00,  0.14173,  1.00, -0.10236,  0.69291,  0.71654,  1.00,  0.6748,  0.86377,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
116, 27,  225.72763,  465.62479,  10.10679,  0.98425,  0.00,  0.15748,  1.00, -0.14961,  0.33858,  0.92913,  1.00,  0.68359,  0.87891,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
117, 28,  224.99686,  428.03113,  69.17936,  0.88189,  0.01575,  0.47244,  1.00, -0.37008,  0.64567,  0.66929,  1.00,  0.68311,  0.84814,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
118, 29,  215.0351,  447.09079,  16.02673,  0.99213,  0.00,  0.14173,  1.00, -0.10236,  0.69291,  0.71654,  1.00,  0.6748,  0.86377,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
119, 26,  237.56396,  453.58344,  40.95081,  0.99213,  0.09449,  0.05512,  1.00, -0.11024,  0.87402,  0.48031,  1.00,  0.69336,  0.86914,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
120, 29,  215.0351,  447.09079,  16.02673,  0.99213,  0.00,  0.14173,  1.00, -0.10236,  0.69291,  0.71654,  1.00,  0.6748,  0.86377,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
121, 30,  192.23132,  456.76352,  17.9402,  0.88976,  0.01575, -0.45669,  1.00,  0.38583,  0.51181,  0.77165,  1.00,  0.65625,  0.87158,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
122, 27,  225.72763,  465.62479,  10.10679,  0.98425,  0.00,  0.15748,  1.00, -0.14961,  0.33858,  0.92913,  1.00,  0.68359,  0.87891,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
123, 31,  236.83215,  392.39456,  100.07203,  0.91339,  0.02362, -0.40157,  1.00,  0.24409,  0.76378,  0.59055,  1.00,  0.69238,  0.81934,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
124, 28,  224.99686,  428.03113,  69.17936,  0.88189,  0.01575,  0.47244,  1.00, -0.37008,  0.64567,  0.66929,  1.00,  0.68311,  0.84814,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
125, 25,  260.77817,  412.91269,  86.0509,  0.87402, -0.02362, -0.48819,  1.00,  0.44882,  0.40157,  0.79528,  1.00,  0.71191,  0.83594,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
126, 24,  271.11215,  394.88553,  73.15849,  0.95276, -0.01575, -0.29921,  1.00,  0.27559,  0.38583,  0.88189,  1.00,  0.7207,  0.82129,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
127, 31,  236.83215,  392.39456,  100.07203,  0.91339,  0.02362, -0.40157,  1.00,  0.24409,  0.76378,  0.59055,  1.00,  0.69238,  0.81934,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
128, 25,  260.77817,  412.91269,  86.0509,  0.87402, -0.02362, -0.48819,  1.00,  0.44882,  0.40157,  0.79528,  1.00,  0.71191,  0.83594,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
129, 28,  224.99686,  428.03113,  69.17936,  0.88189,  0.01575,  0.47244,  1.00, -0.37008,  0.64567,  0.66929,  1.00,  0.68311,  0.84814,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
130, 32,  205.49329,  428.56046,  50.61153,  0.91339, -0.15748, -0.37008,  1.00,  0.3622,  0.73228,  0.58268,  1.00,  0.66699,  0.84863,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
131, 29,  215.0351,  447.09079,  16.02673,  0.99213,  0.00,  0.14173,  1.00, -0.10236,  0.69291,  0.71654,  1.00,  0.6748,  0.86377,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
132, 31,  236.83215,  392.39456,  100.07203,  0.91339,  0.02362, -0.40157,  1.00,  0.24409,  0.76378,  0.59055,  1.00,  0.69238,  0.81934,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
133, 32,  205.49329,  428.56046,  50.61153,  0.91339, -0.15748, -0.37008,  1.00,  0.3622,  0.73228,  0.58268,  1.00,  0.66699,  0.84863,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
134, 28,  224.99686,  428.03113,  69.17936,  0.88189,  0.01575,  0.47244,  1.00, -0.37008,  0.64567,  0.66929,  1.00,  0.68311,  0.84814,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
135, 29,  215.0351,  447.09079,  16.02673,  0.99213,  0.00,  0.14173,  1.00, -0.10236,  0.69291,  0.71654,  1.00,  0.6748,  0.86377,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
136, 33,  185.24457,  430.2355,  91.44404,  0.88189, -0.22047, -0.41732,  1.00,  0.44094,  0.69291,  0.56693,  1.00,  0.65039,  0.8501,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
137, 30,  192.23132,  456.76352,  17.9402,  0.88976,  0.01575, -0.45669,  1.00,  0.38583,  0.51181,  0.77165,  1.00,  0.65625,  0.87158,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
138, 32,  205.49329,  428.56046,  50.61153,  0.91339, -0.15748, -0.37008,  1.00,  0.3622,  0.73228,  0.58268,  1.00,  0.66699,  0.84863,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
139, 33,  185.24457,  430.2355,  91.44404,  0.88189, -0.22047, -0.41732,  1.00,  0.44094,  0.69291,  0.56693,  1.00,  0.65039,  0.8501,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
140, 29,  215.0351,  447.09079,  16.02673,  0.99213,  0.00,  0.14173,  1.00, -0.10236,  0.69291,  0.71654,  1.00,  0.6748,  0.86377,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
141, 31,  236.83215,  392.39456,  100.07203,  0.91339,  0.02362, -0.40157,  1.00,  0.24409,  0.76378,  0.59055,  1.00,  0.69238,  0.81934,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
142, 34,  221.94315,  388.85211,  116.2151,  0.99213, -0.0315, -0.08661,  1.00,  0.08661,  0.59055,  0.80315,  1.00,  0.68066,  0.81641,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
143, 32,  205.49329,  428.56046,  50.61153,  0.91339, -0.15748, -0.37008,  1.00,  0.3622,  0.73228,  0.58268,  1.00,  0.66699,  0.84863,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
144, 24,  271.11215,  394.88553,  73.15849,  0.95276, -0.01575, -0.29921,  1.00,  0.27559,  0.38583,  0.88189,  1.00,  0.7207,  0.82129,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
145, 34,  221.94315,  388.85211,  116.2151,  0.99213, -0.0315, -0.08661,  1.00,  0.08661,  0.59055,  0.80315,  1.00,  0.68066,  0.81641,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
146, 31,  236.83215,  392.39456,  100.07203,  0.91339,  0.02362, -0.40157,  1.00,  0.24409,  0.76378,  0.59055,  1.00,  0.69238,  0.81934,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
147, 33,  185.24457,  430.2355,  91.44404,  0.88189, -0.22047, -0.41732,  1.00,  0.44094,  0.69291,  0.56693,  1.00,  0.65039,  0.8501,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
148, 35,  173.35004,  447.86093,  41.89876,  0.91339, -0.08661, -0.40157,  1.00,  0.31496,  0.77953,  0.54331,  1.00,  0.64111,  0.86426,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
149, 30,  192.23132,  456.76352,  17.9402,  0.88976,  0.01575, -0.45669,  1.00,  0.38583,  0.51181,  0.77165,  1.00,  0.65625,  0.87158,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
150, 30,  192.23132,  456.76352,  17.9402,  0.88976,  0.01575, -0.45669,  1.00,  0.38583,  0.51181,  0.77165,  1.00,  0.65625,  0.87158,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
151, 35,  173.35004,  447.86093,  41.89876,  0.91339, -0.08661, -0.40157,  1.00,  0.31496,  0.77953,  0.54331,  1.00,  0.64111,  0.86426,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
152, 36,  172.00204,  484.29886,  22.88171,  0.87402,  0.00, -0.48819,  1.00,  0.46457,  0.33071,  0.82677,  1.00,  0.63965,  0.89404,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
153, 35,  173.35004,  447.86093,  41.89876,  0.91339, -0.08661, -0.40157,  1.00,  0.31496,  0.77953,  0.54331,  1.00,  0.64111,  0.86426,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
154, 37,  137.72095,  480.9686,  38.66319,  0.97638,  0.00, -0.22047,  1.00,  0.18898,  0.54331,  0.8189,  1.00,  0.61182,  0.8916,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
155, 36,  172.00204,  484.29886,  22.88171,  0.87402,  0.00, -0.48819,  1.00,  0.46457,  0.33071,  0.82677,  1.00,  0.63965,  0.89404,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
156, 38,  183.0972,  407.11102,  102.05959,  0.69291, -0.01575, -0.72441,  1.00,  0.62992,  0.49606,  0.59055,  1.00,  0.64893,  0.83105,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
