VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE3.x, in_ATTRIBUTE3.y, in_ATTRIBUTE3.z, in_ATTRIBUTE3.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE4.z, in_ATTRIBUTE4.w, in_ATTRIBUTE5.x, in_ATTRIBUTE5.y, in_ATTRIBUTE13.x, in_ATTRIBUTE13.y, in_ATTRIBUTE13.z, in_ATTRIBUTE13.w
98, 11033, -6.08059,  9.49201,  158.81946,  0.68627,  0.86275,  0.21176,  0.50196,  0.06667,  0.74902,  0.53333,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.76221,  0.22156,  1.00,  1.00,  1.00,  1.00
99, 11033, -6.08059,  9.49201,  158.81946,  0.68627,  0.86275,  0.21176,  0.50196,  0.06667,  0.74902,  0.53333,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.76221,  0.22156,  1.00,  1.00,  1.00,  1.00
100, 11032, -5.87396,  9.89088,  158.57703,  0.70196,  0.8902,  0.25882,  0.50196,  0.05882,  0.73333,  0.5098,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.80469,  0.22156,  1.00,  1.00,  1.00,  1.00
101, 11034, -5.54928,  10.24054,  159.2874,  0.63922,  0.81569,  0.14118,  0.50196,  0.07451,  0.75294,  0.56078,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82324,  0.17725,  1.00,  1.00,  1.00,  1.00
102, 11034, -5.54928,  10.24054,  159.2874,  0.63922,  0.81569,  0.14118,  0.50196,  0.07451,  0.75294,  0.56078,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82324,  0.17725,  1.00,  1.00,  1.00,  1.00
103, 11035, -5.87674,  9.56042,  160.08247,  0.63922,  0.80,  0.12549,  0.50196,  0.08627,  0.77647,  0.56471,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.74121,  0.17883,  1.00,  1.00,  1.00,  1.00
104, 11033, -6.08059,  9.49201,  158.81946,  0.68627,  0.86275,  0.21176,  0.50196,  0.06667,  0.74902,  0.53333,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.76221,  0.22156,  1.00,  1.00,  1.00,  1.00
105, 11036, -5.42953,  9.78013,  161.72836,  0.58039,  0.78039,  0.09412,  0.50196,  0.04314,  0.70196,  0.54902,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72803,  0.11707,  1.00,  1.00,  1.00,  1.00
106, 11035, -5.87674,  9.56042,  160.08247,  0.63922,  0.80,  0.12549,  0.50196,  0.08627,  0.77647,  0.56471,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.74121,  0.17883,  1.00,  1.00,  1.00,  1.00
107, 11034, -5.54928,  10.24054,  159.2874,  0.63922,  0.81569,  0.14118,  0.50196,  0.07451,  0.75294,  0.56078,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82324,  0.17725,  1.00,  1.00,  1.00,  1.00
108, 11034, -5.54928,  10.24054,  159.2874,  0.63922,  0.81569,  0.14118,  0.50196,  0.07451,  0.75294,  0.56078,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82324,  0.17725,  1.00,  1.00,  1.00,  1.00
109, 11037, -5.12374,  10.74339,  160.75386,  0.68235,  0.71373,  0.08627,  0.50196,  0.13333,  0.83922,  0.51373,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82715,  0.09753,  1.00,  1.00,  1.00,  1.00
110, 11036, -5.42953,  9.78013,  161.72836,  0.58039,  0.78039,  0.09412,  0.50196,  0.04314,  0.70196,  0.54902,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72803,  0.11707,  1.00,  1.00,  1.00,  1.00
111, 11037, -5.12374,  10.74339,  160.75386,  0.68235,  0.71373,  0.08627,  0.50196,  0.13333,  0.83922,  0.51373,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82715,  0.09753,  1.00,  1.00,  1.00,  1.00
112, 11038, -5.2104,  10.09376,  162.72809,  0.67059,  0.85098,  0.18824,  0.50196,  0.05882,  0.73333,  0.52549,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.05969,  1.00,  1.00,  1.00,  1.00
113, 11036, -5.42953,  9.78013,  161.72836,  0.58039,  0.78039,  0.09412,  0.50196,  0.04314,  0.70196,  0.54902,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72803,  0.11707,  1.00,  1.00,  1.00,  1.00
114, 11037, -5.12374,  10.74339,  160.75386,  0.68235,  0.71373,  0.08627,  0.50196,  0.13333,  0.83922,  0.51373,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82715,  0.09753,  1.00,  1.00,  1.00,  1.00
115, 11039, -4.7629,  11.1029,  161.89964,  0.75294,  0.73333,  0.13725,  0.50196,  0.15686,  0.86275,  0.49804,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82861,  0.05377,  1.00,  1.00,  1.00,  1.00
116, 11038, -5.2104,  10.09376,  162.72809,  0.67059,  0.85098,  0.18824,  0.50196,  0.05882,  0.73333,  0.52549,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.05969,  1.00,  1.00,  1.00,  1.00
117, 11038, -5.2104,  10.09376,  162.72809,  0.67059,  0.85098,  0.18824,  0.50196,  0.05882,  0.73333,  0.52549,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.05969,  1.00,  1.00,  1.00,  1.00
118, 11039, -4.7629,  11.1029,  161.89964,  0.75294,  0.73333,  0.13725,  0.50196,  0.15686,  0.86275,  0.49804,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82861,  0.05377,  1.00,  1.00,  1.00,  1.00
119, 11040, -4.41877,  11.44258,  162.98672,  0.8549,  0.76078,  0.26667,  0.50196,  0.19216,  0.89412,  0.47843,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.83008,  0.01003,  1.00,  1.00,  1.00,  1.00
120, 11040, -4.41877,  11.44258,  162.98672,  0.8549,  0.76078,  0.26667,  0.50196,  0.19216,  0.89412,  0.47843,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.83008,  0.01003,  1.00,  1.00,  1.00,  1.00
121, 11041, -5.11316,  10.32609,  163.17581,  0.76078,  0.91765,  0.41569,  0.50196,  0.07059,  0.75686,  0.4549,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72217,  0.0126,  1.00,  1.00,  1.00,  1.00
122, 11038, -5.2104,  10.09376,  162.72809,  0.67059,  0.85098,  0.18824,  0.50196,  0.05882,  0.73333,  0.52549,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.05969,  1.00,  1.00,  1.00,  1.00
123, 11042,  7.31853,  8.87526,  157.97971,  0.5451,  0.68235,  0.96078,  0.50196,  0.80392,  0.8549,  0.32549,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.78223,  0.26367,  1.00,  1.00,  1.00,  1.00
124, 11043,  6.84518,  9.52594,  158.49095,  0.5451,  0.68235,  0.96078,  0.50196,  0.69804,  0.91765,  0.31373,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.80469,  0.22156,  1.00,  1.00,  1.00,  1.00
125, 11044,  6.8016,  9.36308,  158.07813,  0.61569,  0.60784,  0.97255,  0.50196,  0.78431,  0.87451,  0.34118,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.76221,  0.22156,  1.00,  1.00,  1.00,  1.00
126, 11044,  6.8016,  9.36308,  158.07813,  0.61569,  0.60784,  0.97255,  0.50196,  0.78431,  0.87451,  0.34118,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.76221,  0.22156,  1.00,  1.00,  1.00,  1.00
127, 11043,  6.84518,  9.52594,  158.49095,  0.5451,  0.68235,  0.96078,  0.50196,  0.69804,  0.91765,  0.31373,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.80469,  0.22156,  1.00,  1.00,  1.00,  1.00
128, 11045,  6.14843,  10.18033,  159.3886,  0.67059,  0.47059,  0.96863,  0.50196,  0.76078,  0.91765,  0.42745,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82324,  0.17725,  1.00,  1.00,  1.00,  1.00
129, 11045,  6.14843,  10.18033,  159.3886,  0.67059,  0.47059,  0.96863,  0.50196,  0.76078,  0.91765,  0.42745,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82324,  0.17725,  1.00,  1.00,  1.00,  1.00
130, 11046,  5.81847,  10.31834,  158.56709,  0.70196,  0.40784,  0.9451,  0.50196,  0.77255,  0.91373,  0.45882,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.74121,  0.17883,  1.00,  1.00,  1.00,  1.00
131, 11044,  6.8016,  9.36308,  158.07813,  0.61569,  0.60784,  0.97255,  0.50196,  0.78431,  0.87451,  0.34118,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.76221,  0.22156,  1.00,  1.00,  1.00,  1.00
132, 11047,  5.1889,  10.62841,  158.93039,  0.74118,  0.44314,  0.93333,  0.50196,  0.68627,  0.96078,  0.45098,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.73438,  0.14795,  1.00,  1.00,  1.00,  1.00
133, 11046,  5.81847,  10.31834,  158.56709,  0.70196,  0.40784,  0.9451,  0.50196,  0.77255,  0.91373,  0.45882,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.74121,  0.17883,  1.00,  1.00,  1.00,  1.00
134, 11045,  6.14843,  10.18033,  159.3886,  0.67059,  0.47059,  0.96863,  0.50196,  0.76078,  0.91765,  0.42745,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82324,  0.17725,  1.00,  1.00,  1.00,  1.00
135, 11045,  6.14843,  10.18033,  159.3886,  0.67059,  0.47059,  0.96863,  0.50196,  0.76078,  0.91765,  0.42745,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82324,  0.17725,  1.00,  1.00,  1.00,  1.00
136, 11048,  5.64036,  10.62271,  160.15213,  0.76863,  0.47059,  0.91765,  0.50196,  0.68235,  0.95294,  0.40784,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.8252,  0.13733,  1.00,  1.00,  1.00,  1.00
137, 11047,  5.1889,  10.62841,  158.93039,  0.74118,  0.44314,  0.93333,  0.50196,  0.68627,  0.96078,  0.45098,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.73438,  0.14795,  1.00,  1.00,  1.00,  1.00
138, 11049,  4.51533,  10.85369,  159.40637,  0.80,  0.47059,  0.89804,  0.50196,  0.65098,  0.96471,  0.41569,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72803,  0.11707,  1.00,  1.00,  1.00,  1.00
139, 11047,  5.1889,  10.62841,  158.93039,  0.74118,  0.44314,  0.93333,  0.50196,  0.68627,  0.96078,  0.45098,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.73438,  0.14795,  1.00,  1.00,  1.00,  1.00
140, 11048,  5.64036,  10.62271,  160.15213,  0.76863,  0.47059,  0.91765,  0.50196,  0.68235,  0.95294,  0.40784,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.8252,  0.13733,  1.00,  1.00,  1.00,  1.00
141, 11048,  5.64036,  10.62271,  160.15213,  0.76863,  0.47059,  0.91765,  0.50196,  0.68235,  0.95294,  0.40784,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.8252,  0.13733,  1.00,  1.00,  1.00,  1.00
142, 11050,  5.08875,  11.0154,  160.98575,  0.75686,  0.3098,  0.88235,  0.50196,  0.78824,  0.90588,  0.50196,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82715,  0.09753,  1.00,  1.00,  1.00,  1.00
143, 11049,  4.51533,  10.85369,  159.40637,  0.80,  0.47059,  0.89804,  0.50196,  0.65098,  0.96471,  0.41569,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72803,  0.11707,  1.00,  1.00,  1.00,  1.00
144, 11050,  5.08875,  11.0154,  160.98575,  0.75686,  0.3098,  0.88235,  0.50196,  0.78824,  0.90588,  0.50196,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82715,  0.09753,  1.00,  1.00,  1.00,  1.00
145, 11051,  3.47742,  11.45477,  160.31155,  0.88235,  0.41176,  0.80784,  0.50196,  0.64314,  0.97255,  0.45098,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.07538,  1.00,  1.00,  1.00,  1.00
146, 11049,  4.51533,  10.85369,  159.40637,  0.80,  0.47059,  0.89804,  0.50196,  0.65098,  0.96471,  0.41569,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72803,  0.11707,  1.00,  1.00,  1.00,  1.00
147, 11051,  3.47742,  11.45477,  160.31155,  0.88235,  0.41176,  0.80784,  0.50196,  0.64314,  0.97255,  0.45098,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.07538,  1.00,  1.00,  1.00,  1.00
148, 11050,  5.08875,  11.0154,  160.98575,  0.75686,  0.3098,  0.88235,  0.50196,  0.78824,  0.90588,  0.50196,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82715,  0.09753,  1.00,  1.00,  1.00,  1.00
149, 11052,  4.50382,  11.22305,  161.81226,  0.87451,  0.26667,  0.73333,  0.50196,  0.72157,  0.93725,  0.57647,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82861,  0.05377,  1.00,  1.00,  1.00,  1.00
150, 11052,  4.50382,  11.22305,  161.81226,  0.87451,  0.26667,  0.73333,  0.50196,  0.72157,  0.93725,  0.57647,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82861,  0.05377,  1.00,  1.00,  1.00,  1.00
151, 11053,  2.68276,  11.68852,  161.25584,  0.94902,  0.38039,  0.67843,  0.50196,  0.62353,  0.98039,  0.50196,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.04401,  1.00,  1.00,  1.00,  1.00
152, 11051,  3.47742,  11.45477,  160.31155,  0.88235,  0.41176,  0.80784,  0.50196,  0.64314,  0.97255,  0.45098,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.07538,  1.00,  1.00,  1.00,  1.00
153, 11053,  2.68276,  11.68852,  161.25584,  0.94902,  0.38039,  0.67843,  0.50196,  0.62353,  0.98039,  0.50196,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.04401,  1.00,  1.00,  1.00,  1.00
154, 11052,  4.50382,  11.22305,  161.81226,  0.87451,  0.26667,  0.73333,  0.50196,  0.72157,  0.93725,  0.57647,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.82861,  0.05377,  1.00,  1.00,  1.00,  1.00
155, 11054,  3.90264,  11.33323,  162.59494,  0.92941,  0.28627,  0.63922,  0.50196,  0.69412,  0.95294,  0.58039,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.83008,  0.01003,  1.00,  1.00,  1.00,  1.00
156, 11054,  3.90264,  11.33323,  162.59494,  0.92941,  0.28627,  0.63922,  0.50196,  0.69412,  0.95294,  0.58039,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.83008,  0.01003,  1.00,  1.00,  1.00,  1.00
157, 11055,  1.97498,  11.85963,  162.05429,  0.96863,  0.36863,  0.61176,  0.50196,  0.62745,  0.98039,  0.5098,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72217,  0.0126,  1.00,  1.00,  1.00,  1.00
158, 11053,  2.68276,  11.68852,  161.25584,  0.94902,  0.38039,  0.67843,  0.50196,  0.62353,  0.98039,  0.50196,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.72266,  0.04401,  1.00,  1.00,  1.00,  1.00
159, 11056,  4.21667,  10.97048,  155.33876,  0.71765,  0.46667,  0.05098,  0.50196,  0.12941,  0.20392,  0.33725,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.17676,  0.98047,  1.00,  1.00,  1.00,  1.00
160, 11057,  4.58827,  10.30638,  155.69701,  0.72941,  0.41569,  0.06275,  0.50196,  0.13725,  0.17647,  0.36471,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.10736,  0.88867,  1.00,  1.00,  1.00,  1.00
161, 11058,  4.75235,  10.18702,  155.53975,  0.76078,  0.36078,  0.09412,  0.50196,  0.14902,  0.15686,  0.38431,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
162, 11058,  4.75235,  10.18702,  155.53975,  0.76078,  0.36078,  0.09412,  0.50196,  0.14902,  0.15686,  0.38431,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
163, 11057,  4.58827,  10.30638,  155.69701,  0.72941,  0.41569,  0.06275,  0.50196,  0.13725,  0.17647,  0.36471,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.10736,  0.88867,  1.00,  1.00,  1.00,  1.00
164, 11059,  4.95771,  9.84477,  156.14699,  0.80392,  0.31373,  0.14902,  0.50196,  0.18431,  0.11373,  0.42745,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.09644,  0.76709,  1.00,  1.00,  1.00,  1.00
165, 11059,  4.95771,  9.84477,  156.14699,  0.80392,  0.31373,  0.14902,  0.50196,  0.18431,  0.11373,  0.42745,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.09644,  0.76709,  1.00,  1.00,  1.00,  1.00
166, 11060,  5.21884,  9.68417,  155.87332,  0.82745,  0.27451,  0.19216,  0.50196,  0.18039,  0.11765,  0.43137,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.21411,  0.77148,  1.00,  1.00,  1.00,  1.00
167, 11058,  4.75235,  10.18702,  155.53975,  0.76078,  0.36078,  0.09412,  0.50196,  0.14902,  0.15686,  0.38431,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
168, 11060,  5.21884,  9.68417,  155.87332,  0.82745,  0.27451,  0.19216,  0.50196,  0.18039,  0.11765,  0.43137,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.21411,  0.77148,  1.00,  1.00,  1.00,  1.00
169, 11059,  4.95771,  9.84477,  156.14699,  0.80392,  0.31373,  0.14902,  0.50196,  0.18431,  0.11373,  0.42745,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.09644,  0.76709,  1.00,  1.00,  1.00,  1.00
170, 11061,  5.29842,  9.50754,  156.8537,  0.80784,  0.25098,  0.19216,  0.50196,  0.16863,  0.12157,  0.46667,  0.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.08789,  0.59668,  1.00,  1.00,  1.00,  1.00
171, 11061,  5.29842,  9.50754,  156.8537,  0.80784,  0.25098,  0.19216,  0.50196,  0.16863,  0.12157,  0.46667,  0.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.08789,  0.59668,  1.00,  1.00,  1.00,  1.00
172, 11062,  5.62531,  9.2383,  156.54097,  0.80,  0.24314,  0.18824,  0.50196,  0.15686,  0.13333,  0.46667,  0.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
173, 11060,  5.21884,  9.68417,  155.87332,  0.82745,  0.27451,  0.19216,  0.50196,  0.18039,  0.11765,  0.43137,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.21411,  0.77148,  1.00,  1.00,  1.00,  1.00
174, 11062,  5.62531,  9.2383,  156.54097,  0.80,  0.24314,  0.18824,  0.50196,  0.15686,  0.13333,  0.46667,  0.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
175, 11061,  5.29842,  9.50754,  156.8537,  0.80784,  0.25098,  0.19216,  0.50196,  0.16863,  0.12157,  0.46667,  0.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.08789,  0.59668,  1.00,  1.00,  1.00,  1.00
176, 11063,  5.52219,  9.25181,  157.77295,  0.77647,  0.22745,  0.18431,  0.50196,  0.14118,  0.1451,  0.48627,  0.00, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00,  0.08514,  0.5459,  1.00,  1.00,  1.00,  1.00
177, 11063,  5.52219,  9.25181,  157.77295,  0.77647,  0.22745,  0.18431,  0.50196,  0.14118,  0.1451,  0.48627,  0.00, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00,  0.08514,  0.5459,  1.00,  1.00,  1.00,  1.00
178, 11064,  5.84936,  8.92619,  157.41695,  0.75686,  0.20392,  0.18824,  0.50196,  0.10588,  0.18824,  0.46667,  0.00, 1, 0, 0, 0,  0.66667,  0.33333,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
179, 11062,  5.62531,  9.2383,  156.54097,  0.80,  0.24314,  0.18824,  0.50196,  0.15686,  0.13333,  0.46667,  0.00, 1, 0, 0, 0,  0.90196,  0.09804,  0.00,  0.00,  0.31055,  0.59619,  1.00,  1.00,  1.00,  1.00
180, 11064,  5.84936,  8.92619,  157.41695,  0.75686,  0.20392,  0.18824,  0.50196,  0.10588,  0.18824,  0.46667,  0.00, 1, 0, 0, 0,  0.66667,  0.33333,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
181, 11063,  5.52219,  9.25181,  157.77295,  0.77647,  0.22745,  0.18431,  0.50196,  0.14118,  0.1451,  0.48627,  0.00, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00,  0.08514,  0.5459,  1.00,  1.00,  1.00,  1.00
182, 11065,  5.58188,  9.17971,  158.59584,  0.67843,  0.14118,  0.19608,  0.50196,  0.03137,  0.37255,  0.36471,  0.00, 0, 1, 0, 0,  0.67059,  0.32941,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
183, 11065,  5.58188,  9.17971,  158.59584,  0.67843,  0.14118,  0.19608,  0.50196,  0.03137,  0.37255,  0.36471,  0.00, 0, 1, 0, 0,  0.67059,  0.32941,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
184, 11066,  5.80121,  8.65219,  158.21834,  0.66667,  0.06275,  0.31765,  0.50196,  0.02745,  0.35686,  0.40392,  0.00, 0, 1, 0, 0,  0.66275,  0.33725,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
185, 11064,  5.84936,  8.92619,  157.41695,  0.75686,  0.20392,  0.18824,  0.50196,  0.10588,  0.18824,  0.46667,  0.00, 1, 0, 0, 0,  0.66667,  0.33333,  0.00,  0.00,  0.31055,  0.54443,  1.00,  1.00,  1.00,  1.00
186, 11066,  5.80121,  8.65219,  158.21834,  0.66667,  0.06275,  0.31765,  0.50196,  0.02745,  0.35686,  0.40392,  0.00, 0, 1, 0, 0,  0.66275,  0.33725,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
187, 11065,  5.58188,  9.17971,  158.59584,  0.67843,  0.14118,  0.19608,  0.50196,  0.03137,  0.37255,  0.36471,  0.00, 0, 1, 0, 0,  0.67059,  0.32941,  0.00,  0.00,  0.04697,  0.49146,  1.00,  1.00,  1.00,  1.00
188, 11067,  5.33317,  9.2082,  159.27711,  0.69412,  0.0549,  0.37255,  0.50196,  0.03922,  0.32941,  0.38431,  0.00, 0, 1, 0, 0,  0.87059,  0.12941,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
189, 11067,  5.33317,  9.2082,  159.27711,  0.69412,  0.0549,  0.37255,  0.50196,  0.03922,  0.32941,  0.38431,  0.00, 0, 1, 0, 0,  0.87059,  0.12941,  0.00,  0.00,  0.0441,  0.43726,  1.00,  1.00,  1.00,  1.00
190, 11068,  5.57463,  8.65125,  159.32571,  0.69804,  0.03922,  0.53725,  0.50196,  0.05098,  0.29412,  0.40784,  0.00, 0, 2, 0, 0,  0.78431,  0.21569,  0.00,  0.00,  0.31055,  0.43726,  1.00,  1.00,  1.00,  1.00
191, 11066,  5.80121,  8.65219,  158.21834,  0.66667,  0.06275,  0.31765,  0.50196,  0.02745,  0.35686,  0.40392,  0.00, 0, 1, 0, 0,  0.66275,  0.33725,  0.00,  0.00,  0.30737,  0.49146,  1.00,  1.00,  1.00,  1.00
192, 11069,  4.12,  10.35635,  153.46501,  0.78431,  0.37255,  0.10588,  0.50196,  0.16471,  0.14902,  0.36863,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.17676,  0.98047,  1.00,  1.00,  1.00,  1.00
193, 11070,  4.50993,  9.76136,  154.06847,  0.79216,  0.33725,  0.12549,  0.50196,  0.16863,  0.13725,  0.39216,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.10736,  0.88867,  1.00,  1.00,  1.00,  1.00
194, 11071,  4.70301,  9.60979,  153.98206,  0.82745,  0.28235,  0.19216,  0.50196,  0.17255,  0.12941,  0.40784,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
195, 11071,  4.70301,  9.60979,  153.98206,  0.82745,  0.28235,  0.19216,  0.50196,  0.17255,  0.12941,  0.40784,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28223,  0.87402,  1.00,  1.00,  1.00,  1.00
196, 11070,  4.50993,  9.76136,  154.06847,  0.79216,  0.33725,  0.12549,  0.50196,  0.16863,  0.13725,  0.39216,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.10736,  0.88867,  1.00,  1.00,  1.00,  1.00
197, 11072,  4.85953,  9.31478,  154.81778,  0.87059,  0.24314,  0.28235,  0.50196,  0.19608,  0.10588,  0.44314,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.09644,  0.76709,  1.00,  1.00,  1.00,  1.00
